code,mets,major_heading,activity,flag,mhn,reason
13046.0,1.3,self care,"having hair or nails done by someone else, sitting",,1,General physical activity contributing to health and body needs.
13050.0,2.0,self care,"showering, toweling off, standing",,1,General physical activity contributing to health and body needs.
14010.0,2.8,sexual activity,"active, vigorous effort",,1,General physical activity contributing to health and body needs.
14020.0,1.8,sexual activity,"general, moderate effort",,4,General physical activity contributing to health and body needs.
14030.0,1.3,sexual activity,"passive, light effort, kissing, hugging",,"4,5",Supports basic physical functioning and body maintenance.
15000.0,5.5,sports,"Alaska Native Games, Eskimo Olympics, general",,4,General physical activity contributing to health and body needs.
15010.0,4.3,sports,"archery, non-hunting",,"3,4",General physical activity contributing to health and body needs.
15020.0,7.0,sports,"badminton, competitive (Taylor Code 450)",,"3,4,5","Involves achievement, recognition, or building self-esteem."
15030.0,5.5,sports,"badminton, social singles and doubles, general",,"3,4,5",Involves social connection or group belonging.
15040.0,8.0,sports,"basketball, game (Taylor Code 490)",,"3,4",General physical activity contributing to health and body needs.
15050.0,6.0,sports,"basketball, non-game, general (Taylor Code 480)",,4,General physical activity contributing to health and body needs.
15055.0,6.5,sports,"basketball, general",,"3,4,5",General physical activity contributing to health and body needs.
15060.0,7.0,sports,"basketball, officiating (Taylor Code 500)",,"3,4,5",General physical activity contributing to health and body needs.
15070.0,4.5,sports,"basketball, shooting baskets",,"3,4,5",General physical activity contributing to health and body needs.
15072.0,9.3,sports,"basketball, drills, practice",,4,General physical activity contributing to health and body needs.
15075.0,7.8,sports,"basketball, wheelchair",,"3,4",General physical activity contributing to health and body needs.
15080.0,2.5,sports,billiards,,4,General physical activity contributing to health and body needs.
15090.0,3.0,sports,bowling (Taylor Code 390),,"3,4",General physical activity contributing to health and body needs.
15092.0,3.8,sports,"bowling, indoor, bowling alley",,4,General physical activity contributing to health and body needs.
15100.0,12.8,sports,"boxing, in ring, general",,4,General physical activity contributing to health and body needs.
15110.0,5.5,sports,"boxing, punching bag",,4,General physical activity contributing to health and body needs.
15120.0,7.8,sports,"boxing, sparring",,"3,4",General physical activity contributing to health and body needs.
15130.0,7.0,sports,broomball,,"3,4,5",General physical activity contributing to health and body needs.
15135.0,5.8,sports,"children’s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball, tetherball, marbles, arcade games), moderate effort",,"3,4,5",General physical activity contributing to health and body needs.
15138.0,6.0,sports,"cheerleading, gymnastic moves, competitive",,"3,4,5","Involves achievement, recognition, or building self-esteem."
15140.0,4.0,sports,"coaching, football, soccer, basketball, baseball, swimming, etc.",,"3,4,5",General physical activity contributing to health and body needs.
15142.0,8.0,sports,"coaching, actively playing sport with players",,"3,4,5",General physical activity contributing to health and body needs.
15150.0,4.8,sports,"cricket, batting, bowling, fielding",,"3,4,5",General physical activity contributing to health and body needs.
15160.0,3.3,sports,croquet,,4,General physical activity contributing to health and body needs.
15170.0,4.0,sports,curling,,"3,4,5",General physical activity contributing to health and body needs.
15180.0,2.5,sports,"darts, wall or lawn",,"3,4",General physical activity contributing to health and body needs.
15190.0,6.0,sports,"drag racing, pushing or driving a car",,4,"Involves achievement, recognition, or building self-esteem."
15192.0,8.5,sports,"auto racing, open wheel",,"3,4,5","Involves achievement, recognition, or building self-esteem."
15200.0,6.0,sports,fencing,,4,General physical activity contributing to health and body needs.
15210.0,8.0,sports,"football, competitive",,4,"Involves achievement, recognition, or building self-esteem."
15230.0,8.0,sports,"football, touch, flag, general (Taylor Code 510)",,"3,4,5",General physical activity contributing to health and body needs.
15232.0,4.0,sports,"football, touch, flag, light effort",,3,Supports basic physical functioning and body maintenance.
15235.0,2.5,sports,"football or baseball, playing catch",,"3,4",General physical activity contributing to health and body needs.
15240.0,3.0,sports,"frisbee playing, general",,"3,4",General physical activity contributing to health and body needs.
15250.0,8.0,sports,"frisbee, ultimate",,"1,3,4",General physical activity contributing to health and body needs.
15255.0,4.8,sports,"golf, general",,"3,4,5",General physical activity contributing to health and body needs.
15265.0,4.3,sports,"golf, walking, carrying clubs",,4,Involves social connection or group belonging.
15270.0,3.0,sports,"golf, miniature, driving range",,"3,4",General physical activity contributing to health and body needs.
15285.0,5.3,sports,"golf, walking, pulling clubs",,"4,5",Involves social connection or group belonging.
15290.0,3.5,sports,"golf, using power cart (Taylor Code 070)",,5,General physical activity contributing to health and body needs.
15300.0,3.8,sports,"gymnastics, general",,"4,5",General physical activity contributing to health and body needs.
15310.0,4.0,sports,hacky sack,,"3,4",General physical activity contributing to health and body needs.
15320.0,12.0,sports,"handball, general (Taylor Code 520)",,4,General physical activity contributing to health and body needs.
15330.0,8.0,sports,"handball, team",,"3,4,5",Involves social connection or group belonging.
15335.0,4.0,sports,"high ropes course, multiple elements",,"3,4,5",General physical activity contributing to health and body needs.
15340.0,3.5,sports,hang gliding,,5,General physical activity contributing to health and body needs.
15350.0,7.8,sports,"hockey, field",,"3,4",General physical activity contributing to health and body needs.
15360.0,8.0,sports,"hockey, ice, general",,"3,4",General physical activity contributing to health and body needs.
15362.0,10.0,sports,"hockey, ice, competitive",,"3,4,5","Involves achievement, recognition, or building self-esteem."
15370.0,5.5,sports,"horseback riding, general",,4,General physical activity contributing to health and body needs.
15375.0,4.3,sports,"horse chores, feeding, watering, cleaning stalls, implied walking and lifting loads",,4,General physical activity contributing to health and body needs.
15380.0,4.5,sports,"saddling, cleaning, grooming, harnessing and unharnessing horse",,4,General physical activity contributing to health and body needs.
15390.0,5.8,sports,"horseback riding, trotting",,5,General physical activity contributing to health and body needs.
15395.0,7.3,sports,"horseback riding, canter or gallop",,4,General physical activity contributing to health and body needs.
15400.0,3.8,sports,"horseback riding,walking",,"4,5",General physical activity contributing to health and body needs.
15402.0,9.0,sports,"horseback riding, jumping",,4,General physical activity contributing to health and body needs.
15408.0,1.8,sports,"horse cart, driving, standing or sitting",,5,General physical activity contributing to health and body needs.
15410.0,3.0,sports,"horseshoe pitching, quoits",,3,General physical activity contributing to health and body needs.
15420.0,12.0,sports,jai alai,,"3,4",General physical activity contributing to health and body needs.
15425.0,5.3,sports,"martial arts, different types, slower pace, novice performers, practice",,"2,3,4",Supports basic physical functioning and body maintenance.
15430.0,10.3,sports,"martial arts, different types, moderate pace (e.g., judo, jujitsu, karate, kick boxing, tae kwan do, tai-bo, Muay Thai boxing)",,"1,2,3,4",General physical activity contributing to health and body needs.
15440.0,4.0,sports,juggling,,4,General physical activity contributing to health and body needs.
15450.0,7.0,sports,kickball,,"3,4",General physical activity contributing to health and body needs.
15460.0,8.0,sports,lacrosse,,"3,4,5",General physical activity contributing to health and body needs.
15465.0,3.3,sports,"lawn bowling, bocce ball, outdoor",,"3,4",General physical activity contributing to health and body needs.
15470.0,4.0,sports,"moto-cross, off-road motor sports, all-terrain vehicle, general",,"3,4,5",General physical activity contributing to health and body needs.
15480.0,9.0,sports,orienteering,,4,General physical activity contributing to health and body needs.
15490.0,10.0,sports,"paddleball, competitive",,"3,4","Involves achievement, recognition, or building self-esteem."
15500.0,6.0,sports,"paddleball, casual, general (Taylor Code 460)",,"3,5",General physical activity contributing to health and body needs.
15510.0,8.0,sports,"polo, on horseback",,"3,4,5",General physical activity contributing to health and body needs.
15520.0,10.0,sports,"racquetball, competitive",,"3,4,5","Involves achievement, recognition, or building self-esteem."
15530.0,7.0,sports,"racquetball, general (Taylor Code 470)",,5,General physical activity contributing to health and body needs.
15533.0,8.0,sports,rock or mountain climbing (Taylor Code 470) (Formerly code = 17120),,5,"Represents self-expression, challenge, or personal fulfillment."
15535.0,7.5,sports,"rock climbing, ascending rock, high difficulty",,"4,5",General physical activity contributing to health and body needs.
15537.0,5.8,sports,"rock climbing, ascending or traversing rock, low-to-moderate difficulty",,4,General physical activity contributing to health and body needs.
15540.0,5.0,sports,"rock climbing, rappelling",,"3,4,5",General physical activity contributing to health and body needs.
15542.0,4.0,sports,"rodeo sports, general, light effort",,4,Supports basic physical functioning and body maintenance.
15544.0,5.5,sports,"rodeo sports, general, moderate effort",,4,General physical activity contributing to health and body needs.
15546.0,7.0,sports,"rodeo sports, general, vigorous effort",,"3,4",General physical activity contributing to health and body needs.
15550.0,12.3,sports,"rope jumping, fast pace, 120-160 skips/min",,4,General physical activity contributing to health and body needs.
15551.0,11.8,sports,"rope jumping, moderate pace, 100-120 skips/min, general,  2 foot skip, plain bounce",,1,General physical activity contributing to health and body needs.
15552.0,8.8,sports,"rope jumping, slow pace, < 100 skips/min, 2 foot skip, rhythm bounce",,"1,4,5",Supports basic physical functioning and body maintenance.
15560.0,8.3,sports,"rugby, union, team, competitive",,"3,4",Involves social connection or group belonging.
15562.0,6.3,sports,"rugby, touch, non-competitive",,"3,5","Involves achievement, recognition, or building self-esteem."
15570.0,3.0,sports,shuffleboard,,4,General physical activity contributing to health and body needs.
15580.0,5.0,sports,"skateboarding, general, moderate effort",,"3,4,5",General physical activity contributing to health and body needs.
15582.0,6.0,sports,"skateboarding, competitive, vigorous effort",,4,"Involves achievement, recognition, or building self-esteem."
15590.0,7.0,sports,"skating, roller (Taylor Code 360)",,"3,4,5",General physical activity contributing to health and body needs.
15591.0,7.5,sports,"rollerblading, in-line skating, 14.4 km/h (9.0 mph), recreational pace",,5,Supports basic physical functioning and body maintenance.
15592.0,9.8,sports,"rollerblading, in-line skating, 17.7 km/h (11.0 mph), moderate pace, exercise training",,"1,4","Related to maintaining safety, stability, or health security."
15593.0,12.3,sports,"rollerblading, in-line skating, 21.0 to 21.7 km/h (13.0 to 13.6 mph), fast pace, exercise training",,4,"Related to maintaining safety, stability, or health security."
15594.0,14.0,sports,"rollerblading, in-line skating, 24.0 km/h (15.0 mph), maximal effort",,4,General physical activity contributing to health and body needs.
15600.0,3.5,sports,"skydiving, base jumping, bungee jumping",,"4,5",General physical activity contributing to health and body needs.
15605.0,10.0,sports,"soccer, competitive",,"3,4,5","Involves achievement, recognition, or building self-esteem."
15610.0,7.0,sports,"soccer, casual, general (Taylor Code 540)",,3,General physical activity contributing to health and body needs.
15620.0,5.0,sports,"softball or baseball, fast or slow pitch, general (Taylor Code 440)",,"3,4",Supports basic physical functioning and body maintenance.
15625.0,4.0,sports,"softball, practice",,4,General physical activity contributing to health and body needs.
15630.0,4.0,sports,"softball, officiating",,"3,4,5",General physical activity contributing to health and body needs.
15640.0,6.0,sports,"softball,pitching",,"3,4,5",General physical activity contributing to health and body needs.
15645.0,3.3,sports,"sports spectator, very excited, emotional, physically moving",,"3,4",General physical activity contributing to health and body needs.
15650.0,12.0,sports,squash (Taylor Code 530),,5,General physical activity contributing to health and body needs.
15652.0,7.3,sports,"squash, general",,"1,3,4",General physical activity contributing to health and body needs.
15660.0,4.0,sports,"table tennis, ping pong (Taylor Code 410)",,"3,4,5",General physical activity contributing to health and body needs.
15670.0,3.0,sports,"tai chi, qi gong, general",,"1,3,4,5",General physical activity contributing to health and body needs.
15672.0,1.5,sports,"tai chi, qi gong, sitting, light effort",,5,Supports basic physical functioning and body maintenance.
15675.0,7.3,sports,"tennis, general",,4,General physical activity contributing to health and body needs.
15680.0,6.0,sports,"tennis, doubles (Taylor Code 430)",,"3,4,5",General physical activity contributing to health and body needs.
15685.0,4.5,sports,"tennis, doubles",,"3,4",General physical activity contributing to health and body needs.
15690.0,8.0,sports,"tennis, singles (Taylor Code 420)",,4,General physical activity contributing to health and body needs.
15695.0,5.0,sports,"tennis, hitting balls, non-game play, moderate effort",,"1,3,4,5",General physical activity contributing to health and body needs.
15700.0,3.5,sports,"trampoline, recreational",,5,Supports basic physical functioning and body maintenance.
15702.0,4.5,sports,"trampoline, competitive",,"4,5","Involves achievement, recognition, or building self-esteem."
15710.0,4.0,sports,volleyball (Taylor Code 400),,4,General physical activity contributing to health and body needs.
15711.0,6.0,sports,"volleyball, competitive, in gymnasium",,"3,4,5","Involves achievement, recognition, or building self-esteem."
15720.0,3.0,sports,"volleyball, non-competitive, 6 - 9 member team, general",,"3,4",Involves social connection or group belonging.
15725.0,8.0,sports,"volleyball, beach, in sand",,"3,4",General physical activity contributing to health and body needs.
15730.0,6.0,sports,wrestling (one match = 5 minutes),,4,Supports basic physical functioning and body maintenance.
15731.0,7.0,sports,"wallyball, general",,"3,4",General physical activity contributing to health and body needs.
15732.0,4.0,sports,"track and field (e.g., shot, discus, hammer throw)",,4,General physical activity contributing to health and body needs.
15733.0,6.0,sports,"track and field (e.g., high jump, long jump, triple jump, javelin, pole vault)",,5,General physical activity contributing to health and body needs.
15734.0,10.0,sports,"track and field (e.g., steeplechase, hurdles)",,"3,4,5",General physical activity contributing to health and body needs.
16010.0,2.5,transportation,automobile or light truck (not a semi) driving,,2,Supports basic physical functioning and body maintenance.
16015.0,1.3,transportation,riding in a car or truck,,2,General physical activity contributing to health and body needs.
16016.0,1.3,transportation,riding in a bus or train,,2,General physical activity contributing to health and body needs.
16020.0,1.8,transportation,flying airplane or helicopter,,2,General physical activity contributing to health and body needs.
16030.0,3.5,transportation,"motor scooter, motorcycle",,2,General physical activity contributing to health and body needs.
16035.0,6.3,transportation,pulling rickshaw,,1,General physical activity contributing to health and body needs.
16040.0,6.0,transportation,pushing plane in and out of hangar,,2,General physical activity contributing to health and body needs.
16050.0,2.5,transportation,"truck, semi, tractor, > 1 ton, or bus, driving",,2,General physical activity contributing to health and body needs.
16060.0,3.5,transportation,"walking for transportation, 2.8-3.2 mph, level, moderate pace, firm surface",,2,"Related to maintaining safety, stability, or health security."
17010.0,7.0,walking,backpacking (Taylor Code 050),,5,General physical activity contributing to health and body needs.
17012.0,7.8,walking,"backpacking, hiking or organized walking with a daypack",,"1,3,4",General physical activity contributing to health and body needs.
17020.0,5.0,walking,"carrying 15 pound load (e.g. suitcase), level ground or downstairs",,1,General physical activity contributing to health and body needs.
17021.0,2.3,walking,"carrying 15 lb child, slow walking",,"1,3",Supports basic physical functioning and body maintenance.
17025.0,8.3,walking,"carrying load upstairs, general",,1,General physical activity contributing to health and body needs.
17026.0,5.0,walking,"carrying 1 to 15 lb load, upstairs",,1,General physical activity contributing to health and body needs.
17027.0,6.0,walking,"carrying 16 to 24 lb load, upstairs",,1,General physical activity contributing to health and body needs.
17028.0,8.0,walking,"carrying 25 to 49 lb load, upstairs",,1,General physical activity contributing to health and body needs.
17029.0,10.0,walking,"carrying 50 to 74 lb load, upstairs",,1,General physical activity contributing to health and body needs.
17030.0,12.0,walking,"carrying > 74 lb load, upstairs",,1,General physical activity contributing to health and body needs.
17031.0,3.5,walking,"loading /unloading a car, implied walking",,1,General physical activity contributing to health and body needs.
17033.0,6.3,walking,"climbing hills, no load",,5,General physical activity contributing to health and body needs.
17035.0,6.5,walking,climbing hills with 0 to 9 lb load,,1,General physical activity contributing to health and body needs.
17040.0,7.3,walking,climbing hills with 10 to 20 lb load,,1,General physical activity contributing to health and body needs.
17050.0,8.3,walking,climbing hills with 21 to 42 lb load,,1,General physical activity contributing to health and body needs.
17060.0,9.0,walking,climbing hills with 42+ lb load,,4,General physical activity contributing to health and body needs.
17070.0,3.5,walking,descending stairs,,1,General physical activity contributing to health and body needs.
17080.0,6.0,walking,"hiking, cross country (Taylor Code 040)",,5,General physical activity contributing to health and body needs.
17082.0,5.3,walking,hiking or walking at a normal pace through fields and hillsides,,"1,5",General physical activity contributing to health and body needs.
17085.0,2.5,walking,"bird watching, slow walk",,5,Supports basic physical functioning and body maintenance.
17088.0,4.5,walking,"marching, moderate speed, military, no pack",,1,General physical activity contributing to health and body needs.
17090.0,8.0,walking,"marching rapidly, military, no pack",,2,General physical activity contributing to health and body needs.
17100.0,4.0,walking,"pushing or pulling stroller with child or walking with children, 2.5 to 3.1 mph",,3,General physical activity contributing to health and body needs.
17105.0,3.8,walking,"pushing a wheelchair, non-occupational",,1,General physical activity contributing to health and body needs.
17110.0,6.5,walking,race walking,,"1,4","Involves achievement, recognition, or building self-esteem."
17130.0,8.0,walking,"stair climbing, using or climbing up ladder (Taylor Code 030)",,1,General physical activity contributing to health and body needs.
17133.0,4.0,walking,"stair climbing, slow pace",,1,Supports basic physical functioning and body maintenance.
17134.0,8.8,walking,"stair climbing, fast pace",,1,General physical activity contributing to health and body needs.
17140.0,5.0,walking,using crutches,,1,General physical activity contributing to health and body needs.
17150.0,2.0,walking,"walking, household",,"1,2",General physical activity contributing to health and body needs.
17151.0,2.0,walking,"walking, less than 2.0 mph, level, strolling, very slow",,5,Supports basic physical functioning and body maintenance.
17152.0,2.8,walking,"walking, 2.0 mph, level, slow pace, firm surface",,1,Supports basic physical functioning and body maintenance.
17160.0,3.5,walking,walking for pleasure (Taylor Code 010),,5,General physical activity contributing to health and body needs.
17161.0,2.5,walking,"walking from house to car or bus, from car or bus to go places, from car or bus to and from the worksite",,2,"Related to maintaining safety, stability, or health security."
17162.0,2.5,walking,walking to neighbor’s house or family’s house for social reasons,,"1,3",Involves social connection or group belonging.
17165.0,3.0,walking,walking the dog,,"1,3",General physical activity contributing to health and body needs.
17170.0,3.0,walking,"walking, 2.5 mph, level, firm surface",,1,General physical activity contributing to health and body needs.
17180.0,3.3,walking,"walking, 2.5 mph, downhill",,1,General physical activity contributing to health and body needs.
17190.0,3.5,walking,"walking, 2.8 to 3.2 mph, level, moderate pace, firm surface",,1,General physical activity contributing to health and body needs.
17200.0,4.3,walking,"walking, 3.5 mph, level, brisk, firm surface, walking for exercise",,1,General physical activity contributing to health and body needs.
17210.0,5.3,walking,"walking, 2.9 to 3.5 mph, uphill, 1 to 5% grade",,1,General physical activity contributing to health and body needs.
17211.0,8.0,walking,"walking, 2.9 to 3.5 mph, uphill, 6% to 15% grade",,1,General physical activity contributing to health and body needs.
17220.0,5.0,walking,"walking, 4.0 mph, level, firm surface, very brisk pace",,1,General physical activity contributing to health and body needs.
17230.0,7.0,walking,"walking, 4.5 mph, level, firm surface, very, very brisk",,1,General physical activity contributing to health and body needs.
17231.0,8.3,walking,"walking, 5.0 mph, level, firm surface",,1,General physical activity contributing to health and body needs.
17235.0,9.8,walking,"walking, 5.0 mph, uphill, 3% grade",,1,General physical activity contributing to health and body needs.
17250.0,3.5,walking,"walking, for pleasure, work break",,"1,5","Related to maintaining safety, stability, or health security."
17260.0,4.8,walking,"walking, grass track",,1,General physical activity contributing to health and body needs.
17262.0,4.5,walking,"walking, normal pace, plowed field or sand",,1,General physical activity contributing to health and body needs.
17270.0,4.0,walking,"walking, to work or class (Taylor Code 015)",,"1,2,4","Related to maintaining safety, stability, or health security."
17280.0,2.5,walking,"walking, to and from an outhouse",,1,General physical activity contributing to health and body needs.
17302.0,4.8,walking,"walking, for exercise, 3.5 to 4 mph, with ski poles, Nordic walking, level, moderate pace",,2,General physical activity contributing to health and body needs.
17305.0,9.5,walking,"walking, for exercise, 5.0 mph, with ski poles, Nordic walking, level, fast pace",,"1,4",General physical activity contributing to health and body needs.
17310.0,6.8,walking,"walking, for exercise, with ski poles, Nordic walking, uphill",,1,General physical activity contributing to health and body needs.
17320.0,6.0,walking,"walking, backwards, 3.5 mph, level",,1,General physical activity contributing to health and body needs.
17325.0,8.0,walking,"walking, backwards, 3.5 mph, uphill, 5% grade",,1,General physical activity contributing to health and body needs.
18010.0,2.5,water activities,"boating, power, driving",1.0,"3,4,5",General physical activity contributing to health and body needs.
18012.0,1.3,water activities,"boating, power, passenger, light",1.0,"3,4,5",Supports basic physical functioning and body maintenance.
18020.0,4.0,water activities,"canoeing, on camping trip (Taylor Code 270)",1.0,5,General physical activity contributing to health and body needs.
18025.0,3.3,water activities,"canoeing, harvesting wild rice, knocking rice off the stalks",1.0,"1,5",General physical activity contributing to health and body needs.
18030.0,7.0,water activities,"canoeing, portaging",1.0,"3,4,5",General physical activity contributing to health and body needs.
18040.0,2.8,water activities,"canoeing, rowing, 2.0-3.9 mph, light effort",1.0,5,Supports basic physical functioning and body maintenance.
18050.0,5.8,water activities,"canoeing, rowing, 4.0-5.9 mph, moderate effort",1.0,"4,5",General physical activity contributing to health and body needs.
18060.0,12.5,water activities,"canoeing, rowing, kayaking, competition, >6 mph, vigorous effort",1.0,"4,5",General physical activity contributing to health and body needs.
18070.0,3.5,water activities,"canoeing, rowing, for pleasure, general (Taylor Code 250)",1.0,5,General physical activity contributing to health and body needs.
18080.0,12.0,water activities,"canoeing, rowing, in competition, or crew or sculling (Taylor Code 260)",1.0,"3,4",General physical activity contributing to health and body needs.
18090.0,3.0,water activities,"diving, springboard or platform",1.0,5,General physical activity contributing to health and body needs.
18100.0,5.0,water activities,"kayaking, moderate effort",1.0,5,General physical activity contributing to health and body needs.
18110.0,4.0,water activities,paddle boat,1.0,5,General physical activity contributing to health and body needs.
18120.0,3.0,water activities,"sailing, boat and board sailing, windsurfing, ice sailing, general (Taylor Code 235)",1.0,"3,4,5",General physical activity contributing to health and body needs.
18130.0,4.5,water activities,"sailing, in competition",1.0,4,General physical activity contributing to health and body needs.
18140.0,3.3,water activities,"sailing, Sunfish/Laser/Hobby Cat, Keel boats, ocean sailing, yachting, leisure",1.0,5,Supports basic physical functioning and body maintenance.
18150.0,6.0,water activities,"skiing, water or wakeboarding (Taylor Code 220)",1.0,"3,4,5",General physical activity contributing to health and body needs.
18160.0,7.0,water activities,"jet skiing, driving, in water",1.0,5,General physical activity contributing to health and body needs.
18180.0,15.8,water activities,"skindiving, fast",1.0,"4,5",General physical activity contributing to health and body needs.
18190.0,11.8,water activities,"skindiving, moderate",1.0,5,General physical activity contributing to health and body needs.
18200.0,7.0,water activities,"skindiving, scuba diving, general (Taylor Code 310)",1.0,"4,5",General physical activity contributing to health and body needs.
18210.0,5.0,water activities,snorkeling (Taylor Code 310),1.0,5,General physical activity contributing to health and body needs.
18220.0,3.0,water activities,"surfing, body or board, general",1.0,"3,4,5",General physical activity contributing to health and body needs.
18222.0,5.0,water activities,"surfing, body or board, competitive",,4,"Involves achievement, recognition, or building self-esteem."
18225.0,6.0,water activities,"paddle boarding, standing",1.0,"4,5",General physical activity contributing to health and body needs.
18230.0,9.8,water activities,"swimming laps, freestyle, fast, vigorous effort",1.0,"4,5",General physical activity contributing to health and body needs.
18240.0,5.8,water activities,"swimming laps, freestyle, front crawl, slow, light or moderate effort",1.0,1,Supports basic physical functioning and body maintenance.
18250.0,9.5,water activities,"swimming, backstroke, general, training or competition",,"4,5","Related to maintaining safety, stability, or health security."
18255.0,4.8,water activities,"swimming, backstroke, recreational",,5,Supports basic physical functioning and body maintenance.
18260.0,10.3,water activities,"swimming, breaststroke, general, training or competition",,"3,4,5","Related to maintaining safety, stability, or health security."
18265.0,5.3,water activities,"swimming, breaststroke, recreational",1.0,"4,5",Supports basic physical functioning and body maintenance.
18270.0,13.8,water activities,"swimming, butterfly, general",1.0,"1,4",General physical activity contributing to health and body needs.
18280.0,10.0,water activities,"swimming, crawl, fast speed, ~75 yards/minute, vigorous effort",1.0,4,General physical activity contributing to health and body needs.
18290.0,8.3,water activities,"swimming, crawl, medium speed, ~50 yards/minute, vigorous effort",1.0,4,General physical activity contributing to health and body needs.
18300.0,6.0,water activities,"swimming, lake, ocean, river (Taylor Codes 280, 295)",1.0,5,General physical activity contributing to health and body needs.
18310.0,6.0,water activities,"swimming, leisurely, not lap swimming, general",1.0,5,Supports basic physical functioning and body maintenance.
18320.0,7.0,water activities,"swimming, sidestroke, general",1.0,5,General physical activity contributing to health and body needs.
18330.0,8.0,water activities,"swimming, synchronized",1.0,"3,4,5",General physical activity contributing to health and body needs.
18340.0,9.8,water activities,"swimming, treading water, fast, vigorous effort",1.0,2,General physical activity contributing to health and body needs.
18350.0,3.5,water activities,"swimming, treading water, moderate effort, general",1.0,1,General physical activity contributing to health and body needs.
18352.0,2.3,water activities,"tubing, floating on a river, general",1.0,5,General physical activity contributing to health and body needs.
18355.0,5.5,water activities,"water aerobics, water calisthenics",1.0,"1,3",General physical activity contributing to health and body needs.
18360.0,10.0,water activities,water polo,1.0,"3,4",General physical activity contributing to health and body needs.
18365.0,3.0,water activities,water volleyball,1.0,"3,4,5",General physical activity contributing to health and body needs.
18366.0,9.8,water activities,water jogging,1.0,1,General physical activity contributing to health and body needs.
18367.0,2.5,water activities,"water walking, light effort, slow pace",1.0,2,Supports basic physical functioning and body maintenance.
18368.0,4.5,water activities,"water walking, moderate effort, moderate pace",1.0,2,General physical activity contributing to health and body needs.
18369.0,6.8,water activities,"water walking, vigorous effort, brisk pace",1.0,2,General physical activity contributing to health and body needs.
18370.0,5.0,water activities,"whitewater rafting, kayaking, or canoeing",1.0,"3,4,5",General physical activity contributing to health and body needs.
18380.0,5.0,water activities,"windsurfing, not pumping for speed",1.0,5,General physical activity contributing to health and body needs.
18385.0,11.0,water activities,"windsurfing or kitesurfing, crossing trial",1.0,"4,5",General physical activity contributing to health and body needs.
18390.0,13.5,water activities,"windsurfing, competition, pumping for speed",1.0,"4,5",General physical activity contributing to health and body needs.
19005.0,7.5,winter activities,"dog sledding, mushing",1.0,"4,5",General physical activity contributing to health and body needs.
19006.0,2.5,winter activities,"dog sledding, passenger",1.0,5,General physical activity contributing to health and body needs.
19010.0,6.0,winter activities,"moving ice house, set up/drill holes",1.0,5,General physical activity contributing to health and body needs.
19011.0,2.0,winter activities,"ice fishing, sitting",1.0,"1,3,4",General physical activity contributing to health and body needs.
19018.0,14.0,winter activities,"skating, ice dancing",1.0,"3,4,5",General physical activity contributing to health and body needs.
19020.0,5.5,winter activities,"skating, ice, 9 mph or less",1.0,5,General physical activity contributing to health and body needs.
19030.0,7.0,winter activities,"skating, ice, general (Taylor Code 360)",1.0,3,General physical activity contributing to health and body needs.
19040.0,9.0,winter activities,"skating, ice, rapidly, more than 9 mph, not competitive",,"1,4,5","Involves achievement, recognition, or building self-esteem."
19050.0,13.3,winter activities,"skating, speed, competitive",,"4,5","Involves achievement, recognition, or building self-esteem."
19060.0,7.0,winter activities,"ski jumping, climb up carrying skis",1.0,"3,4,5",General physical activity contributing to health and body needs.
19075.0,7.0,winter activities,"skiing, general",1.0,"3,4,5",General physical activity contributing to health and body needs.
19080.0,6.8,winter activities,"skiing, cross country, 2.5 mph, slow or light effort, ski walking",1.0,"4,5",Supports basic physical functioning and body maintenance.
19090.0,9.0,winter activities,"skiing, cross country, 4.0-4.9 mph, moderate speed and effort, general",1.0,"4,5",General physical activity contributing to health and body needs.
19100.0,12.5,winter activities,"skiing, cross country, 5.0-7.9 mph, brisk speed, vigorous effort",1.0,"4,5",General physical activity contributing to health and body needs.
19110.0,15.0,winter activities,"skiing, cross country, >8.0 mph, elite skier, racing",,5,"Involves achievement, recognition, or building self-esteem."
19130.0,15.5,winter activities,"skiing, cross country, hard snow, uphill, maximum, snow mountaineering",,"4,5","Represents self-expression, challenge, or personal fulfillment."
19135.0,13.3,winter activities,"skiing, cross-country, skating",1.0,"3,4,5",General physical activity contributing to health and body needs.
19140.0,13.5,winter activities,"skiing, cross-country, biathlon, skating technique",1.0,"3,4,5",General physical activity contributing to health and body needs.
19150.0,4.3,winter activities,"skiing, downhill, alpine or snowboarding, light effort, active time only",1.0,"3,4,5",Supports basic physical functioning and body maintenance.
19160.0,5.3,winter activities,"skiing, downhill, alpine or snowboarding, moderate effort, general, active time only",1.0,"3,4,5",General physical activity contributing to health and body needs.
19170.0,8.0,winter activities,"skiing, downhill, vigorous effort, racing",,"4,5","Involves achievement, recognition, or building self-esteem."
19175.0,12.5,winter activities,"skiing, roller, elite racers",,"4,5","Involves achievement, recognition, or building self-esteem."
19180.0,7.0,winter activities,"sledding, tobogganing, bobsledding, luge (Taylor Code 370)",1.0,"3,4",General physical activity contributing to health and body needs.
19190.0,5.3,winter activities,"snow shoeing, moderate effort",1.0,"3,4,5",General physical activity contributing to health and body needs.
19192.0,10.0,winter activities,"snow shoeing, vigorous effort",1.0,"1,3,4,5",General physical activity contributing to health and body needs.
